"","industry","race_gender","employ_n","year"
"2827","Transportation and utilities","Men",3281000,2016
"2828","Information","Men",344000,2016
"2829","Information","Men",687000,2016
"2830","Information","Men",2000,2016
"2831","Information","Men",37000,2016
"2832","Information","Men",199000,2016
"2833","Information","Men",121000,2016
"2834","Information","Men",0,2016
"2835","Information","Men",7000,2016
"2836","Information","Men",243000,2016
"2837","Information","Men",27000,2016
"2838","Information","Men",28000,2016
"2839","Financial activities","Men",2248000,2016
"2840","Financial activities","Men",480000,2016
"2841","Financial activities","Men",37000,2016
"2842","Financial activities","Men",235000,2016
"2843","Financial activities","Men",1161000,2016
"2844","Financial activities","Men",429000,2016
"2845","Financial activities","Men",0,2016
"2846","Financial activities","Men",50000,2016
"2847","Financial activities","Men",197000,2016
"2848","Financial activities","Men",26000,2016
"2849","Financial activities","Men",105000,2016
"2850","Professional and business services","Men",2596000,2016
"2851","Professional and business services","Men",3826000,2016
"2852","Professional and business services","Men",452000,2016
"2853","Professional and business services","Men",1783000,2016
"2854","Professional and business services","Men",312000,2016
"2855","Professional and business services","Men",557000,2016
"2856","Professional and business services","Men",16000,2016
"2857","Professional and business services","Men",160000,2016
"2858","Professional and business services","Men",285000,2016
"2859","Professional and business services","Men",262000,2016
"2860","Professional and business services","Men",494000,2016
"2861","Education and health services","Men",1135000,2016
"2862","Education and health services","Men",5066000,2016
"2863","Education and health services","Men",132000,2016
"2864","Education and health services","Men",1388000,2016
"2865","Education and health services","Men",40000,2016
"2866","Education and health services","Men",383000,2016
"2867","Education and health services","Men",0,2016
"2868","Education and health services","Men",80000,2016
"2869","Education and health services","Men",191000,2016
"2870","Education and health services","Men",72000,2016
"2871","Education and health services","Men",204000,2016
"2872","Leisure and hospitality","Men",992000,2016
"2873","Leisure and hospitality","Men",540000,2016
"2874","Leisure and hospitality","Men",142000,2016
"2875","Leisure and hospitality","Men",4332000,2016
"2876","Leisure and hospitality","Men",298000,2016
"2877","Leisure and hospitality","Men",207000,2016
"2878","Leisure and hospitality","Men",4000,2016
"2879","Leisure and hospitality","Men",35000,2016
"2880","Leisure and hospitality","Men",108000,2016
"2881","Leisure and hospitality","Men",65000,2016
"2882","Leisure and hospitality","Men",282000,2016
"2883","Other services","Men",318000,2016
"2884","Other services","Men",559000,2016
"2885","Other services","Men",12000,2016
"2886","Other services","Men",594000,2016
"2887","Other services","Men",260000,2016
"2888","Other services","Men",66000,2016
"2889","Other services","Men",2000,2016
"2890","Other services","Men",13000,2016
"2891","Other services","Men",1077000,2016
"2892","Other services","Men",304000,2016
"2893","Other services","Men",294000,2016
"2894","Other services, except private households","Men",318000,2016
"2895","Other services, except private households","Men",557000,2016
"2896","Other services, except private households","Men",12000,2016
"2897","Other services, except private households","Men",549000,2016
"2898","Other services, except private households","Men",260000,2016
"2899","Other services, except private households","Men",65000,2016
"2900","Other services, except private households","Men",2000,2016
"2901","Other services, except private households","Men",12000,2016
"2902","Other services, except private households","Men",1077000,2016
"2903","Other services, except private households","Men",304000,2016
"2904","Other services, except private households","Men",282000,2016
"2905","Private households","Men",0,2016
"2906","Private households","Men",2000,2016
"2907","Private households","Men",0,2016
"2908","Private households","Men",45000,2016
"2909","Private households","Men",0,2016
"2910","Private households","Men",1000,2016
"2911","Private households","Men",0,2016
"2912","Private households","Men",1000,2016
"2913","Private households","Men",0,2016
"2914","Private households","Men",0,2016
"2915","Private households","Men",11000,2016
"2916","Public administration","Men",616000,2016
"2917","Public administration","Men",810000,2016
"2918","Public administration","Men",1524000,2016
"2919","Public administration","Men",167000,2016
"2920","Public administration","Men",19000,2016
"2921","Public administration","Men",266000,2016
"2922","Public administration","Men",12000,2016
"2923","Public administration","Men",85000,2016
"2924","Public administration","Men",127000,2016
"2925","Public administration","Men",56000,2016
"2926","Public administration","Men",78000,2016
"2927","Agriculture and related","Women",281000,2016
"2928","Agriculture and related","Women",16000,2016
"2929","Agriculture and related","Women",1000,2016
"2930","Agriculture and related","Women",37000,2016
"2931","Agriculture and related","Women",8000,2016
"2932","Agriculture and related","Women",74000,2016
"2933","Agriculture and related","Women",183000,2016
"2934","Agriculture and related","Women",1000,2016
"2935","Agriculture and related","Women",0,2016
"2936","Agriculture and related","Women",8000,2016
"2937","Agriculture and related","Women",13000,2016
"2938","Mining, quarrying, and oil and gas extraction","Women",33000,2016
"2939","Mining, quarrying, and oil and gas extraction","Women",25000,2016
"2940","Mining, quarrying, and oil and gas extraction","Women",0,2016
"2941","Mining, quarrying, and oil and gas extraction","Women",2000,2016
"2942","Mining, quarrying, and oil and gas extraction","Women",1000,2016
"2943","Mining, quarrying, and oil and gas extraction","Women",37000,2016
"2944","Mining, quarrying, and oil and gas extraction","Women",0,2016
"2945","Mining, quarrying, and oil and gas extraction","Women",3000,2016
"2946","Mining, quarrying, and oil and gas extraction","Women",0,2016
"2947","Mining, quarrying, and oil and gas extraction","Women",3000,2016
"2948","Mining, quarrying, and oil and gas extraction","Women",2000,2016
"2949","Construction","Women",245000,2016
"2950","Construction","Women",48000,2016
"2951","Construction","Women",4000,2016
"2952","Construction","Women",10000,2016
"2953","Construction","Women",20000,2016
"2954","Construction","Women",403000,2016
"2955","Construction","Women",0,2016
"2956","Construction","Women",188000,2016
"2957","Construction","Women",8000,2016
"2958","Construction","Women",5000,2016
"2959","Construction","Women",8000,2016
"2960","Manufacturing","Women",852000,2016
"2961","Manufacturing","Women",483000,2016
"2962","Manufacturing","Women",4000,2016
"2963","Manufacturing","Women",82000,2016
"2964","Manufacturing","Women",223000,2016
"2965","Manufacturing","Women",8e+05,2016
"2966","Manufacturing","Women",32000,2016
"2967","Manufacturing","Women",9000,2016
"2968","Manufacturing","Women",29000,2016
"2969","Manufacturing","Women",1708000,2016
"2970","Manufacturing","Women",237000,2016
"2971","Durable goods","Women",511000,2016
"2972","Durable goods","Women",281000,2016
"2973","Durable goods","Women",2000,2016
"2974","Durable goods","Women",28000,2016
"2975","Durable goods","Women",87000,2016
"2976","Durable goods","Women",497000,2016
"2977","Durable goods","Women",0,2016
"2978","Durable goods","Women",5000,2016
"2979","Durable goods","Women",22000,2016
"2980","Durable goods","Women",872000,2016
"2981","Durable goods","Women",112000,2016
"2982","Nondurable goods","Women",341000,2016
"2983","Nondurable goods","Women",202000,2016
"2984","Nondurable goods","Women",2000,2016
"2985","Nondurable goods","Women",54000,2016
"2986","Nondurable goods","Women",136000,2016
"2987","Nondurable goods","Women",303000,2016
"2988","Nondurable goods","Women",31000,2016
"2989","Nondurable goods","Women",4000,2016
"2990","Nondurable goods","Women",7000,2016
"2991","Nondurable goods","Women",836000,2016
"2992","Nondurable goods","Women",126000,2016
"2993","Wholesale and retail trade","Women",670000,2016
"2994","Wholesale and retail trade","Women",632000,2016
"2995","Wholesale and retail trade","Women",16000,2016
"2996","Wholesale and retail trade","Women",371000,2016
"2997","Wholesale and retail trade","Women",4990000,2016
"2998","Wholesale and retail trade","Women",1788000,2016
"2999","Wholesale and retail trade","Women",19000,2016
"3000","Wholesale and retail trade","Women",6000,2016
"3001","Wholesale and retail trade","Women",27000,2016
"3002","Wholesale and retail trade","Women",180000,2016
"3003","Wholesale and retail trade","Women",308000,2016
"3004","Wholesale trade","Women",194000,2016
"3005","Wholesale trade","Women",50000,2016
"3006","Wholesale trade","Women",0,2016
"3007","Wholesale trade","Women",16000,2016
"3008","Wholesale trade","Women",348000,2016
"3009","Wholesale trade","Women",337000,2016
"3010","Wholesale trade","Women",16000,2016
"3011","Wholesale trade","Women",0,2016
"3012","Wholesale trade","Women",5000,2016
"3013","Wholesale trade","Women",30000,2016
"3014","Wholesale trade","Women",77000,2016
"3015","Retail trade","Women",475000,2016
"3016","Retail trade","Women",581000,2016
"3017","Retail trade","Women",16000,2016
"3018","Retail trade","Women",355000,2016
"3019","Retail trade","Women",4643000,2016
"3020","Retail trade","Women",1450000,2016
"3021","Retail trade","Women",3000,2016
"3022","Retail trade","Women",5000,2016
"3023","Retail trade","Women",22000,2016
"3024","Retail trade","Women",149000,2016
"3025","Retail trade","Women",231000,2016
"3026","Transportation and utilities","Women",269000,2016
"3027","Transportation and utilities","Women",81000,2016
"3028","Transportation and utilities","Women",8000,2016
"3029","Transportation and utilities","Women",52000,2016
"3030","Transportation and utilities","Women",33000,2016
"3031","Transportation and utilities","Women",810000,2016
"3032","Transportation and utilities","Women",0,2016
"3033","Transportation and utilities","Women",8000,2016
"3034","Transportation and utilities","Women",12000,2016
"3035","Transportation and utilities","Women",55000,2016
"3036","Transportation and utilities","Women",557000,2016
"3037","Information","Women",264000,2016
"3038","Information","Women",390000,2016
"3039","Information","Women",3000,2016
"3040","Information","Women",40000,2016
"3041","Information","Women",139000,2016
"3042","Information","Women",279000,2016
"3043","Information","Women",0,2016
"3044","Information","Women",2000,2016
"3045","Information","Women",23000,2016
"3046","Information","Women",6000,2016
"3047","Information","Women",14000,2016
"3048","Financial activities","Women",2066000,2016
"3049","Financial activities","Women",376000,2016
"3050","Financial activities","Women",31000,2016
"3051","Financial activities","Women",98000,2016
"3052","Financial activities","Women",1077000,2016
"3053","Financial activities","Women",1750000,2016
"3054","Financial activities","Women",1000,2016
"3055","Financial activities","Women",1000,2016
"3056","Financial activities","Women",8000,2016
"3057","Financial activities","Women",16000,2016
"3058","Financial activities","Women",13000,2016
"3059","Professional and business services","Women",2049000,2016
"3060","Professional and business services","Women",2113000,2016
"3061","Professional and business services","Women",127000,2016
"3062","Professional and business services","Women",1042000,2016
"3063","Professional and business services","Women",292000,2016
"3064","Professional and business services","Women",1751000,2016
"3065","Professional and business services","Women",2000,2016
"3066","Professional and business services","Women",7000,2016
"3067","Professional and business services","Women",14000,2016
"3068","Professional and business services","Women",87000,2016
"3069","Professional and business services","Women",97000,2016
"3070","Education and health services","Women",2180000,2016
"3071","Education and health services","Women",13789000,2016
"3072","Education and health services","Women",73000,2016
"3073","Education and health services","Women",5977000,2016
"3074","Education and health services","Women",81000,2016
"3075","Education and health services","Women",3164000,2016
"3076","Education and health services","Women",1000,2016
"3077","Education and health services","Women",4000,2016
"3078","Education and health services","Women",20000,2016
"3079","Education and health services","Women",99000,2016
"3080","Education and health services","Women",185000,2016
"3081","Leisure and hospitality","Women",898000,2016
"3082","Leisure and hospitality","Women",414000,2016
"3083","Leisure and hospitality","Women",64000,2016
"3084","Leisure and hospitality","Women",4418000,2016
"3085","Leisure and hospitality","Women",781000,2016
"3086","Leisure and hospitality","Women",477000,2016
"3087","Leisure and hospitality","Women",1000,2016
"3088","Leisure and hospitality","Women",3000,2016
"3089","Leisure and hospitality","Women",6000,2016
"3090","Leisure and hospitality","Women",69000,2016
"3091","Leisure and hospitality","Women",58000,2016
"3092","Other services","Women",426000,2016
"3093","Other services","Women",401000,2016
"3094","Other services","Women",7000,2016
"3095","Other services","Women",2170000,2016
"3096","Other services","Women",98000,2016
"3097","Other services","Women",524000,2016
"3098","Other services","Women",0,2016
"3099","Other services","Women",2000,2016
"3100","Other services","Women",26000,2016
"3101","Other services","Women",137000,2016
"3102","Other services","Women",30000,2016
"3103","Other services, except private households","Women",422000,2016
"3104","Other services, except private households","Women",397000,2016
"3105","Other services, except private households","Women",7000,2016
"3106","Other services, except private households","Women",1518000,2016
"3107","Other services, except private households","Women",98000,2016
"3108","Other services, except private households","Women",522000,2016
"3109","Other services, except private households","Women",0,2016
"3110","Other services, except private households","Women",2000,2016
"3111","Other services, except private households","Women",26000,2016
"3112","Other services, except private households","Women",136000,2016
"3113","Other services, except private households","Women",29000,2016
"3114","Private households","Women",4000,2016
"3115","Private households","Women",4000,2016
"3116","Private households","Women",0,2016
"3117","Private households","Women",652000,2016
"3118","Private households","Women",0,2016
"3119","Private households","Women",2000,2016
"3120","Private households","Women",0,2016
"3121","Private households","Women",0,2016
"3122","Private households","Women",0,2016
"3123","Private households","Women",1000,2016
"3124","Private households","Women",1000,2016
"3125","Public administration","Women",689000,2016
"3126","Public administration","Women",905000,2016
"3127","Public administration","Women",355000,2016
"3128","Public administration","Women",195000,2016
"3129","Public administration","Women",19000,2016
"3130","Public administration","Women",898000,2016
"3131","Public administration","Women",6000,2016
"3132","Public administration","Women",3000,2016
"3133","Public administration","Women",3000,2016
"3134","Public administration","Women",13000,2016
"3135","Public administration","Women",10000,2016
"3136","Agriculture and related","TOTAL",1085000,2015
"3137","Agriculture and related","TOTAL",49000,2015
"3138","Agriculture and related","TOTAL",18000,2015
"3139","Agriculture and related","TOTAL",91000,2015
"3140","Agriculture and related","TOTAL",17000,2015
"3141","Agriculture and related","TOTAL",87000,2015
"3142","Agriculture and related","TOTAL",903000,2015
"3143","Agriculture and related","TOTAL",14000,2015
"3144","Agriculture and related","TOTAL",31000,2015
"3145","Agriculture and related","TOTAL",30000,2015
"3146","Agriculture and related","TOTAL",95000,2015
"3147","Mining, quarrying, and oil and gas extraction","TOTAL",150000,2015
"3148","Mining, quarrying, and oil and gas extraction","TOTAL",148000,2015
"3149","Mining, quarrying, and oil and gas extraction","TOTAL",2000,2015
"3150","Mining, quarrying, and oil and gas extraction","TOTAL",5000,2015
"3151","Mining, quarrying, and oil and gas extraction","TOTAL",12000,2015
"3152","Mining, quarrying, and oil and gas extraction","TOTAL",73000,2015
"3153","Mining, quarrying, and oil and gas extraction","TOTAL",1000,2015
"3154","Mining, quarrying, and oil and gas extraction","TOTAL",292000,2015
"3155","Mining, quarrying, and oil and gas extraction","TOTAL",73000,2015
"3156","Mining, quarrying, and oil and gas extraction","TOTAL",62000,2015
"3157","Mining, quarrying, and oil and gas extraction","TOTAL",1e+05,2015
"3158","Construction","TOTAL",1762000,2015
"3159","Construction","TOTAL",237000,2015
"3160","Construction","TOTAL",10000,2015
"3161","Construction","TOTAL",39000,2015
"3162","Construction","TOTAL",98000,2015
"3163","Construction","TOTAL",509000,2015
"3164","Construction","TOTAL",4000,2015
"3165","Construction","TOTAL",6347000,2015
"3166","Construction","TOTAL",534000,2015
"3167","Construction","TOTAL",153000,2015
"3168","Construction","TOTAL",244000,2015
"3169","Manufacturing","TOTAL",2619000,2015
"3170","Manufacturing","TOTAL",2180000,2015
"3171","Manufacturing","TOTAL",30000,2015
"3172","Manufacturing","TOTAL",194000,2015
"3173","Manufacturing","TOTAL",663000,2015
"3174","Manufacturing","TOTAL",1281000,2015
"3175","Manufacturing","TOTAL",55000,2015
"3176","Manufacturing","TOTAL",294000,2015
"3177","Manufacturing","TOTAL",680000,2015
"3178","Manufacturing","TOTAL",6072000,2015
"3179","Manufacturing","TOTAL",1271000,2015
"3180","Durable goods","TOTAL",1673000,2015
"3181","Durable goods","TOTAL",1566000,2015
"3182","Durable goods","TOTAL",16000,2015
"3183","Durable goods","TOTAL",88000,2015
"3184","Durable goods","TOTAL",357000,2015
"3185","Durable goods","TOTAL",777000,2015
"3186","Durable goods","TOTAL",4000,2015
"3187","Durable goods","TOTAL",239000,2015
"3188","Durable goods","TOTAL",436000,2015
"3189","Durable goods","TOTAL",3854000,2015
"3190","Durable goods","TOTAL",698000,2015
"3191","Nondurable goods","TOTAL",946000,2015
"3192","Nondurable goods","TOTAL",614000,2015
"3193","Nondurable goods","TOTAL",14000,2015
"3194","Nondurable goods","TOTAL",105000,2015
"3195","Nondurable goods","TOTAL",306000,2015
"3196","Nondurable goods","TOTAL",504000,2015
"3197","Nondurable goods","TOTAL",51000,2015
"3198","Nondurable goods","TOTAL",55000,2015
"3199","Nondurable goods","TOTAL",244000,2015
"3200","Nondurable goods","TOTAL",2218000,2015
"3201","Nondurable goods","TOTAL",573000,2015
"3202","Wholesale and retail trade","TOTAL",1445000,2015
"3203","Wholesale and retail trade","TOTAL",1107000,2015
"3204","Wholesale and retail trade","TOTAL",77000,2015
"3205","Wholesale and retail trade","TOTAL",694000,2015
"3206","Wholesale and retail trade","TOTAL",10176000,2015
"3207","Wholesale and retail trade","TOTAL",3320000,2015
"3208","Wholesale and retail trade","TOTAL",63000,2015
"3209","Wholesale and retail trade","TOTAL",106000,2015
"3210","Wholesale and retail trade","TOTAL",771000,2015
"3211","Wholesale and retail trade","TOTAL",624000,2015
"3212","Wholesale and retail trade","TOTAL",1936000,2015
"3213","Wholesale trade","TOTAL",531000,2015
"3214","Wholesale trade","TOTAL",168000,2015
"3215","Wholesale trade","TOTAL",6000,2015
"3216","Wholesale trade","TOTAL",44000,2015
"3217","Wholesale trade","TOTAL",1304000,2015
"3218","Wholesale trade","TOTAL",591000,2015
"3219","Wholesale trade","TOTAL",52000,2015
"3220","Wholesale trade","TOTAL",30000,2015
"3221","Wholesale trade","TOTAL",129000,2015
"3222","Wholesale trade","TOTAL",108000,2015
"3223","Wholesale trade","TOTAL",672000,2015
"3224","Retail trade","TOTAL",913000,2015
"3225","Retail trade","TOTAL",939000,2015
"3226","Retail trade","TOTAL",72000,2015
"3227","Retail trade","TOTAL",651000,2015
"3228","Retail trade","TOTAL",8872000,2015
"3229","Retail trade","TOTAL",2729000,2015
"3230","Retail trade","TOTAL",11000,2015
"3231","Retail trade","TOTAL",77000,2015
"3232","Retail trade","TOTAL",641000,2015
"3233","Retail trade","TOTAL",516000,2015
"3234","Retail trade","TOTAL",1264000,2015
"3235","Transportation and utilities","TOTAL",790000,2015
"3236","Transportation and utilities","TOTAL",363000,2015
"3237","Transportation and utilities","TOTAL",35000,2015
"3238","Transportation and utilities","TOTAL",124000,2015
"3239","Transportation and utilities","TOTAL",105000,2015
"3240","Transportation and utilities","TOTAL",1648000,2015
"3241","Transportation and utilities","TOTAL",5000,2015
"3242","Transportation and utilities","TOTAL",163000,2015
"3243","Transportation and utilities","TOTAL",498000,2015
"3244","Transportation and utilities","TOTAL",322000,2015
"3245","Transportation and utilities","TOTAL",3673000,2015
"3246","Information","TOTAL",619000,2015
"3247","Information","TOTAL",1124000,2015
"3248","Information","TOTAL",13000,2015
"3249","Information","TOTAL",75000,2015
"3250","Information","TOTAL",329000,2015
"3251","Information","TOTAL",442000,2015
"3252","Information","TOTAL",0,2015
"3253","Information","TOTAL",5000,2015
"3254","Information","TOTAL",296000,2015
"3255","Information","TOTAL",46000,2015
"3256","Information","TOTAL",39000,2015
"3257","Financial activities","TOTAL",4153000,2015
"3258","Financial activities","TOTAL",825000,2015
"3259","Financial activities","TOTAL",52000,2015
"3260","Financial activities","TOTAL",315000,2015
"3261","Financial activities","TOTAL",2172000,2015
"3262","Financial activities","TOTAL",2171000,2015
"3263","Financial activities","TOTAL",1000,2015
"3264","Financial activities","TOTAL",34000,2015
"3265","Financial activities","TOTAL",220000,2015
"3266","Financial activities","TOTAL",35000,2015
"3267","Financial activities","TOTAL",108000,2015
"3268","Professional and business services","TOTAL",4344000,2015
"3269","Professional and business services","TOTAL",5552000,2015
"3270","Professional and business services","TOTAL",533000,2015
"3271","Professional and business services","TOTAL",2694000,2015
"3272","Professional and business services","TOTAL",603000,2015
"3273","Professional and business services","TOTAL",2255000,2015
"3274","Professional and business services","TOTAL",12000,2015
"3275","Professional and business services","TOTAL",161000,2015
"3276","Professional and business services","TOTAL",292000,2015
"3277","Professional and business services","TOTAL",377000,2015
"3278","Professional and business services","TOTAL",585000,2015
"3279","Education and health services","TOTAL",3260000,2015
"3280","Education and health services","TOTAL",18654000,2015
"3281","Education and health services","TOTAL",192000,2015
"3282","Education and health services","TOTAL",7018000,2015
"3283","Education and health services","TOTAL",117000,2015
"3284","Education and health services","TOTAL",3561000,2015
"3285","Education and health services","TOTAL",1000,2015
"3286","Education and health services","TOTAL",90000,2015
"3287","Education and health services","TOTAL",232000,2015
"3288","Education and health services","TOTAL",172000,2015
"3289","Education and health services","TOTAL",383000,2015
"3290","Leisure and hospitality","TOTAL",1931000,2015
"3291","Leisure and hospitality","TOTAL",907000,2015
"3292","Leisure and hospitality","TOTAL",182000,2015
"3293","Leisure and hospitality","TOTAL",8486000,2015
"3294","Leisure and hospitality","TOTAL",1015000,2015
"3295","Leisure and hospitality","TOTAL",702000,2015
"3296","Leisure and hospitality","TOTAL",3000,2015
"3297","Leisure and hospitality","TOTAL",38000,2015
"3298","Leisure and hospitality","TOTAL",112000,2015
"3299","Leisure and hospitality","TOTAL",146000,2015
"3300","Leisure and hospitality","TOTAL",299000,2015
"3301","Other services","TOTAL",651000,2015
"3302","Other services","TOTAL",998000,2015
"3303","Other services","TOTAL",15000,2015
"3304","Other services","TOTAL",2695000,2015
"3305","Other services","TOTAL",366000,2015
"3306","Other services","TOTAL",633000,2015
"3307","Other services","TOTAL",4000,2015
"3308","Other services","TOTAL",25000,2015
"3309","Other services","TOTAL",1148000,2015
"3310","Other services","TOTAL",425000,2015
"3311","Other services","TOTAL",306000,2015
"3312","Other services, except private households","TOTAL",644000,2015
"3313","Other services, except private households","TOTAL",994000,2015
"3314","Other services, except private households","TOTAL",15000,2015
"3315","Other services, except private households","TOTAL",1925000,2015
"3316","Other services, except private households","TOTAL",366000,2015
"3317","Other services, except private households","TOTAL",628000,2015
"3318","Other services, except private households","TOTAL",4000,2015
"3319","Other services, except private households","TOTAL",24000,2015
"3320","Other services, except private households","TOTAL",1147000,2015
"3321","Other services, except private households","TOTAL",423000,2015
"3322","Other services, except private households","TOTAL",296000,2015
"3323","Private households","TOTAL",7000,2015
"3324","Private households","TOTAL",4000,2015
"3325","Private households","TOTAL",0,2015
"3326","Private households","TOTAL",770000,2015
"3327","Private households","TOTAL",0,2015
"3328","Private households","TOTAL",4000,2015
"3329","Private households","TOTAL",0,2015
"3330","Private households","TOTAL",1000,2015
"3331","Private households","TOTAL",1000,2015
"3332","Private households","TOTAL",1000,2015
"3333","Private households","TOTAL",10000,2015
"3334","Public administration","TOTAL",1300000,2015
"3335","Public administration","TOTAL",1708000,2015
"3336","Public administration","TOTAL",1949000,2015
"3337","Public administration","TOTAL",356000,2015
"3338","Public administration","TOTAL",27000,2015
"3339","Public administration","TOTAL",1216000,2015
"3340","Public administration","TOTAL",21000,2015
"3341","Public administration","TOTAL",82000,2015
"3342","Public administration","TOTAL",123000,2015
"3343","Public administration","TOTAL",57000,2015
"3344","Public administration","TOTAL",87000,2015
"3345","Agriculture and related","Men",824000,2015
"3346","Agriculture and related","Men",34000,2015
"3347","Agriculture and related","Men",16000,2015
"3348","Agriculture and related","Men",58000,2015
"3349","Agriculture and related","Men",8000,2015
"3350","Agriculture and related","Men",11000,2015
"3351","Agriculture and related","Men",719000,2015
"3352","Agriculture and related","Men",14000,2015
"3353","Agriculture and related","Men",31000,2015
"3354","Agriculture and related","Men",24000,2015
"3355","Agriculture and related","Men",86000,2015
"3356","Mining, quarrying, and oil and gas extraction","Men",108000,2015
"3357","Mining, quarrying, and oil and gas extraction","Men",130000,2015
"3358","Mining, quarrying, and oil and gas extraction","Men",2000,2015
"3359","Mining, quarrying, and oil and gas extraction","Men",4000,2015
"3360","Mining, quarrying, and oil and gas extraction","Men",12000,2015
"3361","Mining, quarrying, and oil and gas extraction","Men",27000,2015
"3362","Mining, quarrying, and oil and gas extraction","Men",1000,2015
"3363","Mining, quarrying, and oil and gas extraction","Men",284000,2015
"3364","Mining, quarrying, and oil and gas extraction","Men",72000,2015
"3365","Mining, quarrying, and oil and gas extraction","Men",60000,2015
"3366","Mining, quarrying, and oil and gas extraction","Men",98000,2015
"3367","Construction","Men",1517000,2015
"3368","Construction","Men",199000,2015
"3369","Construction","Men",7000,2015
"3370","Construction","Men",33000,2015
"3371","Construction","Men",71000,2015
"3372","Construction","Men",76000,2015
"3373","Construction","Men",4000,2015
"3374","Construction","Men",6191000,2015
"3375","Construction","Men",524000,2015
"3376","Construction","Men",149000,2015
"3377","Construction","Men",235000,2015
"3378","Manufacturing","Men",1777000,2015
"3379","Manufacturing","Men",1674000,2015
"3380","Manufacturing","Men",22000,2015
"3381","Manufacturing","Men",121000,2015
"3382","Manufacturing","Men",438000,2015
"3383","Manufacturing","Men",483000,2015
"3384","Manufacturing","Men",27000,2015
"3385","Manufacturing","Men",282000,2015
"3386","Manufacturing","Men",650000,2015
"3387","Manufacturing","Men",4353000,2015
"3388","Manufacturing","Men",1055000,2015
"3389","Durable goods","Men",1180000,2015
"3390","Durable goods","Men",1294000,2015
"3391","Durable goods","Men",12000,2015
"3392","Durable goods","Men",63000,2015
"3393","Durable goods","Men",270000,2015
"3394","Durable goods","Men",298000,2015
"3395","Durable goods","Men",4000,2015
"3396","Durable goods","Men",231000,2015
"3397","Durable goods","Men",419000,2015
"3398","Durable goods","Men",2961000,2015
"3399","Durable goods","Men",593000,2015
"3400","Nondurable goods","Men",597000,2015
"3401","Nondurable goods","Men",379000,2015
"3402","Nondurable goods","Men",10000,2015
"3403","Nondurable goods","Men",58000,2015
"3404","Nondurable goods","Men",167000,2015
"3405","Nondurable goods","Men",185000,2015
"3406","Nondurable goods","Men",22000,2015
"3407","Nondurable goods","Men",51000,2015
"3408","Nondurable goods","Men",231000,2015
"3409","Nondurable goods","Men",1392000,2015
"3410","Nondurable goods","Men",462000,2015
"3411","Wholesale and retail trade","Men",837000,2015
"3412","Wholesale and retail trade","Men",505000,2015
"3413","Wholesale and retail trade","Men",51000,2015
"3414","Wholesale and retail trade","Men",297000,2015
"3415","Wholesale and retail trade","Men",5171000,2015
"3416","Wholesale and retail trade","Men",1477000,2015
"3417","Wholesale and retail trade","Men",32000,2015
"3418","Wholesale and retail trade","Men",103000,2015
"3419","Wholesale and retail trade","Men",744000,2015
"3420","Wholesale and retail trade","Men",380000,2015
"3421","Wholesale and retail trade","Men",1626000,2015
"3422","Wholesale trade","Men",335000,2015
"3423","Wholesale trade","Men",120000,2015
"3424","Wholesale trade","Men",5000,2015
"3425","Wholesale trade","Men",30000,2015
"3426","Wholesale trade","Men",972000,2015
"3427","Wholesale trade","Men",251000,2015
"3428","Wholesale trade","Men",26000,2015
"3429","Wholesale trade","Men",28000,2015
"3430","Wholesale trade","Men",128000,2015
"3431","Wholesale trade","Men",71000,2015
"3432","Wholesale trade","Men",599000,2015
"3433","Retail trade","Men",502000,2015
"3434","Retail trade","Men",385000,2015
"3435","Retail trade","Men",47000,2015
"3436","Retail trade","Men",267000,2015
"3437","Retail trade","Men",4200000,2015
"3438","Retail trade","Men",1225000,2015
"3439","Retail trade","Men",6000,2015
"3440","Retail trade","Men",74000,2015
"3441","Retail trade","Men",616000,2015
"3442","Retail trade","Men",309000,2015
"3443","Retail trade","Men",1027000,2015
"3444","Transportation and utilities","Men",546000,2015
"3445","Transportation and utilities","Men",277000,2015
"3446","Transportation and utilities","Men",22000,2015
"3447","Transportation and utilities","Men",77000,2015
"3448","Transportation and utilities","Men",68000,2015
"3449","Transportation and utilities","Men",853000,2015
"3450","Transportation and utilities","Men",4000,2015
"3451","Transportation and utilities","Men",160000,2015
"3452","Transportation and utilities","Men",488000,2015
"3453","Transportation and utilities","Men",290000,2015
"3454","Transportation and utilities","Men",3193000,2015
"3455","Information","Men",360000,2015
"3456","Information","Men",739000,2015
"3457","Information","Men",11000,2015
"3458","Information","Men",38000,2015
"3459","Information","Men",186000,2015
"3460","Information","Men",141000,2015
"3461","Information","Men",0,2015
"3462","Information","Men",5000,2015
"3463","Information","Men",280000,2015
"3464","Information","Men",31000,2015
"3465","Information","Men",25000,2015
"3466","Financial activities","Men",2157000,2015
"3467","Financial activities","Men",469000,2015
"3468","Financial activities","Men",26000,2015
"3469","Financial activities","Men",219000,2015
"3470","Financial activities","Men",1084000,2015
"3471","Financial activities","Men",422000,2015
"3472","Financial activities","Men",1000,2015
"3473","Financial activities","Men",31000,2015
"3474","Financial activities","Men",209000,2015
"3475","Financial activities","Men",24000,2015
"3476","Financial activities","Men",99000,2015
"3477","Professional and business services","Men",2464000,2015
"3478","Professional and business services","Men",3587000,2015
"3479","Professional and business services","Men",423000,2015
"3480","Professional and business services","Men",1723000,2015
"3481","Professional and business services","Men",320000,2015
"3482","Professional and business services","Men",537000,2015
